Entry	Add	Entry name	Status	Protein names	Gene names	Organism	Length
O35680	1	RT12_MOUSE	reviewed	"28S ribosomal protein S12, mitochondrial (MRP-S12) (S12mt) (MT-RPS12)"	Mrps12 Rpms12	Mus musculus (Mouse)	139
Q8BYM8	1	SYCM_MOUSE	reviewed	"Probable cysteine--tRNA ligase, mitochondrial (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)"	Cars2	Mus musculus (Mouse)	551
Q9DB15	1	RM12_MOUSE	reviewed	"39S ribosomal protein L12, mitochondrial (L12mt) (MRP-L12)"	Mrpl12 Rpml12	Mus musculus (Mouse)	201
Q9D8P4	1	RM17_MOUSE	reviewed	"39S ribosomal protein L17, mitochondrial (L17mt) (MRP-L17)"	Mrpl17	Mus musculus (Mouse)	176
Q9CQJ0	1	THEM5_MOUSE	reviewed	Acyl-coenzyme A thioesterase THEM5 (Acyl-CoA thioesterase THEM5) (EC 3.1.2.2) (Acyl-coenzyme A thioesterase 15) (Thioesterase superfamily member 5)	Them5 Acot15	Mus musculus (Mouse)	248
P56565	1	S10A1_MOUSE	reviewed	Protein S100-A1 (S-100 protein alpha chain) (S-100 protein subunit alpha) (S100 calcium-binding protein A1)	S100a1	Mus musculus (Mouse)	94
P28661	1	SEPT4_MOUSE	reviewed	Septin-4 (Bradeion beta) (Brain protein H5) (CE5B3 beta) (Cell division control-related protein 2) (hCDCREL-2) (Peanut-like protein 2)	Septin4 Bh5 Gm11492 Pnutl2 Sep4 Sept4	Mus musculus (Mouse)	478
P0DP99	1	STMP1_MOUSE	reviewed	Short transmembrane mitochondrial protein 1 (Mitochondrial micropeptide-47) (Mm47)	Stmp1	Mus musculus (Mouse)	47
Q9DCX2	1	ATP5H_MOUSE	reviewed	"ATP synthase subunit d, mitochondrial (ATPase subunit d) (ATP synthase peripheral stalk subunit d)"	Atp5pd Atp5h	Mus musculus (Mouse)	161
Q80XL6	1	ACD11_MOUSE	reviewed	Acyl-CoA dehydrogenase family member 11 (ACAD-11) (EC 1.3.8.-)	Acad11	Mus musculus (Mouse)	779
Q9CR21	1	ACPM_MOUSE	reviewed	"Acyl carrier protein, mitochondrial (ACP) (CI-SDAP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)"	Ndufab1	Mus musculus (Mouse)	156
Q9JI39	1	ABCBA_MOUSE	reviewed	"ATP-binding cassette sub-family B member 10, mitochondrial (ABC-mitochondrial erythroid protein) (ABC-me protein) (ATP-binding cassette transporter 10) (ABC transporter 10 protein)"	Abcb10	Mus musculus (Mouse)	715
P61222	1	ABCE1_MOUSE	reviewed	ATP-binding cassette sub-family E member 1 (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I)	Abce1 Rli	Mus musculus (Mouse)	599
P45952	1	ACADM_MOUSE	reviewed	"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7)"	Acadm	Mus musculus (Mouse)	421
Q32MW3	1	ACO10_MOUSE	reviewed	"Acyl-coenzyme A thioesterase 10, mitochondrial (Acyl-CoA thioesterase 10) (EC 3.1.2.-) (Mitochondrial 48 kDa acyl-CoA thioester hydrolase 2) (Mt-ACT48.2)"	Acot10	Mus musculus (Mouse)	439
Q8VHQ9	1	ACO11_MOUSE	reviewed	Acyl-coenzyme A thioesterase 11 (Acyl-CoA thioesterase 11) (EC 3.1.2.-) (Acyl-CoA thioester hydrolase 11) (Adipose-associated thioesterase) (Brown fat-inducible thioesterase) (BFIT) (Palmitoyl-coenzyme A thioesterase) (EC 3.1.2.2)	Acot11 Bfit Thea	Mus musculus (Mouse)	594
Q9D1Z3	1	ACKMT_MOUSE	reviewed	ATP synthase subunit C lysine N-methyltransferase (EC 2.1.1.-) (Protein N-lysine methyltransferase FAM173B) (mFam173b)	Atpsckmt Fam173b	Mus musculus (Mouse)	247
P26150	1	3BHS3_MOUSE	reviewed	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 3 (3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type III) (3-beta-HSD III) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)]	Hsd3b3	Mus musculus (Mouse)	373
Q61767	1	3BHS4_MOUSE	reviewed	NADPH-dependent 3-keto-steroid reductase Hsd3b4 (3 beta-hydroxysteroid dehydrogenase type 4) (3 beta-hydroxysteroid dehydrogenase type IV) (3 beta-HSD IV) (EC 1.1.1.270) (Dihydrotestosterone 3-ketoreductase) (EC 1.1.1.210)	Hsd3b4	Mus musculus (Mouse)	373
Q8JZQ2	1	AFG32_MOUSE	reviewed	AFG3-like protein 2 (EC 3.4.24.-)	Afg3l2	Mus musculus (Mouse)	802
P56213	1	ALR_MOUSE	reviewed	FAD-linked sulfhydryl oxidase ALR (EC 1.8.3.2) (Augmenter of liver regeneration)	Gfer Alr MNCb-0663	Mus musculus (Mouse)	198
P48962	1	ADT1_MOUSE	reviewed	"ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)"	Slc25a4 Aac1 Anc1 Ant1	Mus musculus (Mouse)	298
P46656	1	ADX_MOUSE	reviewed	"Adrenodoxin, mitochondrial (Adrenal ferredoxin) (Ferredoxin-1)"	Fdx1	Mus musculus (Mouse)	188
Q9ESW4	1	AGK_MOUSE	reviewed	"Acylglycerol kinase, mitochondrial (EC 2.7.1.107) (EC 2.7.1.138) (EC 2.7.1.94) (Multiple substrate lipid kinase) (MuLK) (Multi-substrate lipid kinase)"	Agk Mulk	Mus musculus (Mouse)	421
Q9JM54	1	APR_MOUSE	reviewed	Phorbol-12-myristate-13-acetate-induced protein 1 (Protein Noxa)	Pmaip1 Noxa	Mus musculus (Mouse)	103
Q9CR84	1	AT5G1_MOUSE	reviewed	"ATP synthase F(0) complex subunit C1, mitochondrial (ATP synthase lipid-binding protein) (ATP synthase membrane subunit c locus 1) (ATP synthase proteolipid P1) (ATPase protein 9) (ATPase subunit c)"	Atp5mc1 Atp5g1	Mus musculus (Mouse)	136
P16951	1	ATF2_MOUSE	reviewed	Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (Activating transcription factor 2) (MXBP protein) (cAMP response element-binding protein CRE-BP1)	Atf2	Mus musculus (Mouse)	487
Q9CX83	1	ARMX1_MOUSE	reviewed	Armadillo repeat-containing X-linked protein 1	Armcx1	Mus musculus (Mouse)	456
Q8BH59	1	CMC1_MOUSE	reviewed	Calcium-binding mitochondrial carrier protein Aralar1 (Mitochondrial aspartate glutamate carrier 1) (Solute carrier family 25 member 12)	Slc25a12 Aralar1	Mus musculus (Mouse)	677
Q9QXX4	1	CMC2_MOUSE	reviewed	Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13)	Slc25a13 Aralar2	Mus musculus (Mouse)	676
Q61908	1	CMC4_MOUSE	reviewed	Cx9C motif-containing protein 4 (Mature T-cell proliferation 1 neighbor protein) (Mature T-cell proliferation-1 type A) (MTCP-1 type A) (Protein p8 MTCP-1) (p8MTCP1)	Cmc4 C6.1b Mtcp1	Mus musculus (Mouse)	68
Q6IQX7	1	CHSS2_MOUSE	reviewed	Chondroitin sulfate synthase 2 (EC 2.4.1.175) (EC 2.4.1.226) (Chondroitin glucuronyltransferase 2) (Chondroitin-polymerizing factor) (ChPF) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II) (N-acetylgalactosaminyltransferase 2)	Chpf Css2 D1Bwg1363e	Mus musculus (Mouse)	774
O88696	1	CLPP_MOUSE	reviewed	"ATP-dependent Clp protease proteolytic subunit, mitochondrial (EC 3.4.21.92) (Endopeptidase Clp)"	Clpp	Mus musculus (Mouse)	272
Q91WS0	1	CISD1_MOUSE	reviewed	CDGSH iron-sulfur domain-containing protein 1 (MitoNEET)	Cisd1 D10Ertd214e Zcd1	Mus musculus (Mouse)	108
Q9CQB5	1	CISD2_MOUSE	reviewed	CDGSH iron-sulfur domain-containing protein 2 (MitoNEET-related 1 protein) (Miner1) (Nervous system overexpressed protein 70)	Cisd2 Cdgsh2 Noxp70 Zcd2	Mus musculus (Mouse)	135
Q9JHS4	1	CLPX_MOUSE	reviewed	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"	Clpx	Mus musculus (Mouse)	634
Q9DBL7	1	COASY_MOUSE	reviewed	Bifunctional coenzyme A synthase (CoA synthase) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)]	Coasy Ukr1	Mus musculus (Mouse)	563
Q8BT51	1	COA4_MOUSE	reviewed	"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing protein 8)"	COA4 Chchd8	Mus musculus (Mouse)	87
Q8BGD8	1	COA6_MOUSE	reviewed	Cytochrome c oxidase assembly factor 6 homolog	Coa6	Mus musculus (Mouse)	79
Q921H9	1	COA7_MOUSE	reviewed	Cytochrome c oxidase assembly factor 7 (Beta-lactamase hcp-like protein) (Respiratory chain assembly factor 1) (Sel1 repeat-containing protein 1)	Coa7 Selrc1	Mus musculus (Mouse)	231
Q9CQW7	1	COA8_MOUSE	reviewed	"Cytochrome c oxidase assembly factor 8 (COA8) (Apoptogenic protein 1, mitochondrial) (APOP-1)"	Coa8 Apop1 Apopt1	Mus musculus (Mouse)	192
Q8CE97	1	CO062_MOUSE	reviewed	"Uncharacterized protein C15orf62 homolog, mitochondrial"	Gm14137	Mus musculus (Mouse)	175
Q3U5Q7	1	CMPK2_MOUSE	reviewed	"UMP-CMP kinase 2, mitochondrial (EC 2.7.4.14) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Thymidylate kinase LPS-inducible member) (TYKi)"	Cmpk2 Tyki	Mus musculus (Mouse)	447
Q78IK2	1	ATPMK_MOUSE	reviewed	"ATP synthase membrane subunit K, mitochondrial (ATP synthase membrane subunit DAPIT, mitochondrial) (Diabetes-associated protein in insulin-sensitive tissues) (Up-regulated during skeletal muscle growth protein 5)"	Atp5mk Atp5md Dapit Usmg5	Mus musculus (Mouse)	58
O35084	1	CP27B_MOUSE	reviewed	"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial (EC 1.14.15.18) (25-OHD-1 alpha-hydroxylase) (25-hydroxyvitamin D(3) 1-alpha-hydroxylase) (VD3 1A hydroxylase) (Calcidiol 1-monooxygenase) (Cytochrome P450 subfamily XXVIIB polypeptide 1) (Cytochrome P450C1 alpha) (Cytochrome P450VD1-alpha) (Cytochrome p450 27B1)"	Cyp27b1 Cyp27b Cyp40	Mus musculus (Mouse)	507
Q5NCE8	1	MRS2_MOUSE	reviewed	"Magnesium transporter MRS2 homolog, mitochondrial (MRS2-like protein)"	Mrs2 Gm902 Mrs2l	Mus musculus (Mouse)	434
Q9CQY9	1	NDUC1_MOUSE	reviewed	"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial (Complex I-KFYI) (CI-KFYI) (NADH-ubiquinone oxidoreductase KFYI subunit)"	Ndufc1	Mus musculus (Mouse)	76
Q59J78	1	NDUF2_MOUSE	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 (Mimitin) (Myc-induced mitochondrial protein) (MMTN) (NDUFA12-like protein)	Ndufaf2 Ndufa12l	Mus musculus (Mouse)	168
Q91YP2	1	NEUL_MOUSE	reviewed	"Neurolysin, mitochondrial (EC 3.4.24.16) (Microsomal endopeptidase) (MEP) (Mitochondrial oligopeptidase M) (Neurotensin endopeptidase)"	Nln	Mus musculus (Mouse)	704
Q9ERS2	1	NDUAD_MOUSE	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)	Ndufa13 Grim19	Mus musculus (Mouse)	144
Q9DCJ5	1	NDUA8_MOUSE	reviewed	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 (Complex I-19kD) (CI-19kD) (Complex I-PGIV) (CI-PGIV) (NADH-ubiquinone oxidoreductase 19 kDa subunit)	Ndufa8	Mus musculus (Mouse)	172
Q91YT2	1	RN185_MOUSE	reviewed	E3 ubiquitin-protein ligase RNF185 (EC 2.3.2.27) (RING finger protein 185)	Rnf185	Mus musculus (Mouse)	192
Q14CH7	1	SYAM_MOUSE	reviewed	"Alanine--tRNA ligase, mitochondrial (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)"	Aars2 Aarsl Gm89 Kiaa1270	Mus musculus (Mouse)	980
Q80UF7	1	TCAM1_MOUSE	reviewed	TIR domain-containing adapter molecule 1 (TICAM-1) (Toll-interleukin-1 receptor domain-containing adapter protein inducing interferon beta) (TIR domain-containing adapter protein inducing IFN-beta)	Ticam1 Trif	Mus musculus (Mouse)	732
Q60803	1	TRAF3_MOUSE	reviewed	TNF receptor-associated factor 3 (EC 2.3.2.27) (CD40 receptor-associated factor 1) (CRAF1) (CD40-binding protein) (CD40BP) (RING-type E3 ubiquitin transferase TRAF3)	Traf3 Cap-1 Craf1 Trafamn	Mus musculus (Mouse)	567
Q9D3U0	1	PUS10_MOUSE	reviewed	tRNA pseudouridine synthase Pus10 (EC 5.4.99.25) (Coiled-coil domain-containing protein 139) (tRNA pseudouridine 55 synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Pus10 Ccdc139	Mus musculus (Mouse)	527
Q8BJU9	1	RF1ML_MOUSE	reviewed	"Peptide chain release factor 1-like, mitochondrial (Mitochondrial translational release factor 1-like)"	Mtrf1l	Mus musculus (Mouse)	373
Q8R086	1	SUOX_MOUSE	reviewed	"Sulfite oxidase, mitochondrial (EC 1.8.3.1)"	Suox	Mus musculus (Mouse)	546
Q8BHC7	1	RHBL4_MOUSE	reviewed	Rhomboid-related protein 4 (RRP4) (EC 3.4.21.105) (Rhomboid domain-containing protein 1) (mRHBDD1) (Rhomboid-like protein 4)	Rhbdd1 Rhbdl4 MSD-50 MSD50	Mus musculus (Mouse)	315
Q99N90	1	RM36_MOUSE	reviewed	"39S ribosomal protein L36, mitochondrial (L36mt) (MRP-L36)"	Mrpl36	Mus musculus (Mouse)	102
Q9WVS6	1	PRKN_MOUSE	reviewed	E3 ubiquitin-protein ligase parkin (EC 2.3.2.31) (Parkin RBR E3 ubiquitin-protein ligase)	Prkn Park2	Mus musculus (Mouse)	464
P48455	1	PP2BC_MOUSE	reviewed	"Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calcineurin, testis-specific catalytic subunit) (Calmodulin-dependent calcineurin A subunit gamma isoform)"	Ppp3cc Calnc	Mus musculus (Mouse)	513
Q8C6I2	1	SDHF2_MOUSE	reviewed	"Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)"	Sdhaf2 Pgl2 Sdh5	Mus musculus (Mouse)	164
Q9CQF0	1	RM11_MOUSE	reviewed	"39S ribosomal protein L11, mitochondrial (L11mt) (MRP-L11)"	Mrpl11	Mus musculus (Mouse)	192
Q9D880	1	TIM50_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit TIM50	Timm50 Tim50	Mus musculus (Mouse)	353
Q99J99	1	THTM_MOUSE	reviewed	3-mercaptopyruvate sulfurtransferase (MST) (EC 2.8.1.2)	Mpst	Mus musculus (Mouse)	297
Q9JLT4	1	TRXR2_MOUSE	reviewed	"Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9) (Thioredoxin reductase TR3)"	Txnrd2 Trxr2	Mus musculus (Mouse)	524
Q9QYA2	1	TOM40_MOUSE	reviewed	Mitochondrial import receptor subunit TOM40 homolog (Mitochondrial outer membrane protein of 35 kDa) (MOM35) (Protein Haymaker) (Translocase of outer membrane 40 kDa subunit homolog)	Tomm40 Mom35 Tom40	Mus musculus (Mouse)	361
Q925N1	1	SFXN4_MOUSE	reviewed	Sideroflexin-4	Sfxn4	Mus musculus (Mouse)	313
Q925N0	1	SFXN5_MOUSE	reviewed	Sideroflexin-5	Sfxn5	Mus musculus (Mouse)	342
Q91WG3	1	TRUB2_MOUSE	reviewed	"Pseudouridylate synthase TRUB2, mitochondrial (EC 5.4.99.-) (TruB pseudouridine synthase homolog 2) (tRNA pseudouridine 55 synthase TRUB2) (Psi55 synthase TRUB2) (EC 5.4.99.25)"	Trub2	Mus musculus (Mouse)	331
Q9CQV1	1	TIM16_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit TIM16 (Mitochondria-associated granulocyte macrophage CSF-signaling molecule) (Presequence translocated-associated motor subunit PAM16)	Pam16 Magmas Tim16 Timm16	Mus musculus (Mouse)	125
Q8CCM6	1	TIM21_MOUSE	reviewed	"Mitochondrial import inner membrane translocase subunit Tim21 (TIM21-like protein, mitochondrial)"	Timm21 Tim21	Mus musculus (Mouse)	244
Q9CQY6	1	UQCC2_MOUSE	reviewed	Ubiquinol-cytochrome-c reductase complex assembly factor 2 (Mitochondrial nucleoid factor 1) (Mitochondrial protein M19)	Uqcc2 Mnf1	Mus musculus (Mouse)	136
Q5Y5T5	1	ZDHC8_MOUSE	reviewed	Palmitoyltransferase ZDHHC8 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 8) (DHHC-8)	Zdhhc8	Mus musculus (Mouse)	762
Q9CQN6	1	TM14C_MOUSE	reviewed	Transmembrane protein 14C	Tmem14c	Mus musculus (Mouse)	114
Q9CR76	1	TM186_MOUSE	reviewed	Transmembrane protein 186	Tmem186	Mus musculus (Mouse)	216
P62075	1	TIM13_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit Tim13	Timm13 Tim13a Timm13a	Mus musculus (Mouse)	95
Q9D8Z2	1	TRIA1_MOUSE	reviewed	TP53-regulated inhibitor of apoptosis 1 (Protein 15E1.1) (WF-1) (p53-inducible cell-survival factor) (p53CSV)	Triap1 15e1.1	Mus musculus (Mouse)	76
Q8K2T4	1	UQCC3_MOUSE	reviewed	Ubiquinol-cytochrome-c reductase complex assembly factor 3	Uqcc3	Mus musculus (Mouse)	89
Q8BX70	1	VP13C_MOUSE	reviewed	Intermembrane lipid transfer protein VPS13C (Vacuolar protein sorting-associated protein 13C)	Vps13c Kiaa3021	Mus musculus (Mouse)	3748
Q8BN21	1	VRK2_MOUSE	reviewed	Serine/threonine-protein kinase VRK2 (EC 2.7.11.1) (Vaccinia-related kinase 2)	Vrk2	Mus musculus (Mouse)	503
Q8R151	1	ZNFX1_MOUSE	reviewed	NFX1-type zinc finger-containing protein 1	Znfx1	Mus musculus (Mouse)	1909
Q3UN04	1	UBP30_MOUSE	reviewed	Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30)	Usp30	Mus musculus (Mouse)	517
O35857	1	TIM44_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit TIM44	Timm44 Mimt44 Tim44	Mus musculus (Mouse)	452
Q8BU88	1	RM22_MOUSE	reviewed	"39S ribosomal protein L22, mitochondrial (L22mt) (MRP-L22)"	Mrpl22	Mus musculus (Mouse)	206
Q9DCI9	1	RM32_MOUSE	reviewed	"39S ribosomal protein L32, mitochondrial (L32mt) (MRP-L32) (Heart-expressed gene 1 protein)"	Mrpl32 Heg1	Mus musculus (Mouse)	187
Q99N91	1	RM34_MOUSE	reviewed	"39S ribosomal protein L34, mitochondrial (L34mt) (MRP-L34)"	Mrpl34	Mus musculus (Mouse)	92
Q9JMA2	1	TGT_MOUSE	reviewed	Queuine tRNA-ribosyltransferase catalytic subunit 1 (EC 2.4.2.64) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	Qtrt1 Tgt Tgut	Mus musculus (Mouse)	403
P97493	1	THIOM_MOUSE	reviewed	"Thioredoxin, mitochondrial (MTRX) (Mt-Trx) (Thioredoxin-2)"	Txn2	Mus musculus (Mouse)	166
Q8BPE4	1	TM177_MOUSE	reviewed	Transmembrane protein 177	Tmem177	Mus musculus (Mouse)	311
Q8BZA9	1	TIGAR_MOUSE	reviewed	"Fructose-2,6-bisphosphatase TIGAR (EC 3.1.3.46) (TP53-induced glycolysis and apoptosis regulator) (TP53-induced glycolysis regulatory phosphatase)"	Tigar	Mus musculus (Mouse)	269
Q9ERH6	1	MOAP1_MOUSE	reviewed	Modulator of apoptosis 1 (MAP-1) (MmMOAP1)	Moap1	Mus musculus (Mouse)	352
C0HLV9	1	MP31_MOUSE	reviewed	PTEN upstream open reading frame MP31 (Micropeptide 31)		Mus musculus (Mouse)	35
P35486	1	ODPA_MOUSE	reviewed	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)"	Pdha1 Pdha-1	Mus musculus (Mouse)	390
Q9Z2I9	1	SUCB1_MOUSE	reviewed	"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)"	Sucla2	Mus musculus (Mouse)	463
Q80YD1	1	SUV3_MOUSE	reviewed	"ATP-dependent RNA helicase SUPV3L1, mitochondrial (EC 3.6.4.13) (Suppressor of var1 3-like protein 1) (SUV3-like protein 1)"	Supv3l1 Suv3l1	Mus musculus (Mouse)	779
Q8BVZ1	1	PLIN5_MOUSE	reviewed	Perilipin-5 (Lipid droplet-associated protein PAT-1) (Lipid storage droplet protein 5) (Myocardial LD protein)	Plin5 Lsdp5 Mldp Oxpat Pat1	Mus musculus (Mouse)	463
Q9CQP0	1	RM33_MOUSE	reviewed	"39S ribosomal protein L33, mitochondrial (L33mt) (MRP-L33)"	Mrpl33	Mus musculus (Mouse)	65
Q8R0Y8	1	S2542_MOUSE	reviewed	Mitochondrial coenzyme A transporter SLC25A42 (Solute carrier family 25 member 42)	Slc25a42	Mus musculus (Mouse)	318
Q91V61	1	SFXN3_MOUSE	reviewed	Sideroflexin-3	Sfxn3	Mus musculus (Mouse)	321
P0CG50	1	UBC_MOUSE	reviewed	Polyubiquitin-C [Cleaved into: Ubiquitin; Ubiquitin-related 1; Ubiquitin-related 2]	Ubc	Mus musculus (Mouse)	734
P70406	1	UCP2_MOUSE	reviewed	Mitochondrial uncoupling protein 2 (UCP 2) (Solute carrier family 25 member 8) (UCPH)	Ucp2 Slc25a8	Mus musculus (Mouse)	309
Q8BGP6	1	S2540_MOUSE	reviewed	Probable mitochondrial glutathione transporter SLC25A40 (Solute carrier family 25 member 40)	Slc25a40	Mus musculus (Mouse)	337
Q9CPY1	1	RM51_MOUSE	reviewed	"39S ribosomal protein L51, mitochondrial (L51mt) (MRP-L51) (bMRP-64) (bMRP64)"	Mrpl51 Mrp64	Mus musculus (Mouse)	128
Q9D1H8	1	RM53_MOUSE	reviewed	"39S ribosomal protein L53, mitochondrial (L53mt) (MRP-L53)"	Mrpl53	Mus musculus (Mouse)	118
Q9D1P0	1	RM13_MOUSE	reviewed	"39S ribosomal protein L13, mitochondrial (L13mt) (MRP-L13)"	Mrpl13	Mus musculus (Mouse)	178
Q99N93	1	RM16_MOUSE	reviewed	"39S ribosomal protein L16, mitochondrial (L16mt) (MRP-L16)"	Mrpl16	Mus musculus (Mouse)	251
B1AXP6	1	TOM5_MOUSE	reviewed	Mitochondrial import receptor subunit TOM5 homolog	Tomm5 Tom5	Mus musculus (Mouse)	51
Q9CQN3	1	TOM6_MOUSE	reviewed	Mitochondrial import receptor subunit TOM6 homolog (Overexpressed breast tumor protein homolog) (Translocase of outer membrane 6 kDa subunit homolog)	Tomm6 Obtp Tom6	Mus musculus (Mouse)	74
Q99N94	1	RM09_MOUSE	reviewed	"39S ribosomal protein L9, mitochondrial (L9mt) (MRP-L9)"	Mrpl9	Mus musculus (Mouse)	265
Q923Q2	1	STA13_MOUSE	reviewed	StAR-related lipid transfer protein 13 (START domain-containing protein 13) (StARD13)	Stard13	Mus musculus (Mouse)	1113
O35423	1	SPYA_MOUSE	reviewed	"Alanine--glyoxylate aminotransferase (AGT) (EC 2.6.1.44) (Serine--pyruvate aminotransferase, mitochondrial) (SPT) (EC 2.6.1.51)"	Agxt Agxt1	Mus musculus (Mouse)	414
Q9WVA2	1	TIM8A_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit Tim8 A (Deafness dystonia protein 1 homolog)	Timm8a1 Ddp1 Tim8a Timm8a	Mus musculus (Mouse)	97
A2AS89	1	SPEB_MOUSE	reviewed	"Agmatinase, mitochondrial (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)"	Agmat	Mus musculus (Mouse)	358
Q9D0I4	1	STX17_MOUSE	reviewed	Syntaxin-17	Stx17	Mus musculus (Mouse)	301
Q9Z0V8	1	TI17A_MOUSE	reviewed	Mitochondrial import inner membrane translocase subunit Tim17-A (Inner membrane preprotein translocase Tim17a)	Timm17a Tim17a	Mus musculus (Mouse)	171
Q8K126	1	RF1M_MOUSE	reviewed	"Peptide chain release factor 1, mitochondrial (MRF-1) (MtRF-1)"	Mtrf1	Mus musculus (Mouse)	446
Q3U213	1	SRAC1_MOUSE	reviewed	Protein SERAC1 (Serine active site-containing protein 1)	Serac1 D17Ertd141e	Mus musculus (Mouse)	654
Q9CQR6	1	PPP6_MOUSE	reviewed	Serine/threonine-protein phosphatase 6 catalytic subunit (PP6C) (EC 3.1.3.16)	Ppp6c	Mus musculus (Mouse)	305
Q9D338	1	RM19_MOUSE	reviewed	"39S ribosomal protein L19, mitochondrial (L19mt) (MRP-L19)"	Mrpl19	Mus musculus (Mouse)	292
Q9CQ06	1	RM24_MOUSE	reviewed	"39S ribosomal protein L24, mitochondrial (L24mt) (MRP-L24)"	Mrpl24	Mus musculus (Mouse)	216
Q9D710	1	TMX2_MOUSE	reviewed	Thioredoxin-related transmembrane protein 2 (Thioredoxin domain-containing protein 14)	Tmx2 Txndc14	Mus musculus (Mouse)	295
Q99JR1	1	SFXN1_MOUSE	reviewed	Sideroflexin-1	Sfxn1	Mus musculus (Mouse)	322
Q9D8T7	1	SLIRP_MOUSE	reviewed	"SRA stem-loop-interacting RNA-binding protein, mitochondrial"	Slirp	Mus musculus (Mouse)	112
Q66JZ4	1	TCAIM_MOUSE	reviewed	"T-cell activation inhibitor, mitochondrial (Tolerance associated gene-1 protein) (TOAG-1)"	TCAIM D9Ertd402e Toag1	Mus musculus (Mouse)	499
Q8K3F7	1	TDH_MOUSE	reviewed	"L-threonine 3-dehydrogenase, mitochondrial (EC 1.1.1.103)"	Tdh	Mus musculus (Mouse)	373
Q8VCR3	1	TM242_MOUSE	reviewed	Transmembrane protein 242	Tmem242	Mus musculus (Mouse)	140
P0CG49	1	UBB_MOUSE	reviewed	Polyubiquitin-B [Cleaved into: Ubiquitin]	Ubb	Mus musculus (Mouse)	305
